연번,시도교육청명,행정표준코드,학교명,학교종류명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명
5224,경기도교육청,7611015,상록중학교,중학교,공립,15535,경기도 안산시 상록구 각골로4길 29,(본오동/ 상록중학교),031-487-7623,www.sangrok.ms.kr,남여공학,031-487-7624,
5225,경기도교육청,7611049,상록초등학교,초등학교,공립,15538,경기도 안산시 상록구 본오로 157,(상록초등학교/ 본오동),031-487-5743,sangrok-asn.es.kr,남여공학,031-487-5752,  
5226,경기도교육청,7541082,상률초등학교,초등학교,공립,16356,경기도 수원시 장안구 덕영대로417번길 98,(율전동/ 상률초등학교),031-207-7433,https://sangryul-e.goesw.kr,남여공학,031-207-7436,
5227,경기도교육청,7701015,상리초등학교,초등학교,공립,11009,경기도 연천군 연천읍 상리로 70,/ 상리초등학교 (연천읍),031-834-1432,www.sre.es.kr,남여공학,031-834-2618,  
5228,경기도교육청,7721015,상면초등학교,초등학교,공립,12447,경기도 가평군 상면 청군로 700-22,(상면/ 상면초등학교),031-585-2084,www.sangmyun.es.kr,남여공학,031-584-4742,  
5229,경기도교육청,7581040,상미초등학교,초등학교,공립,14594,경기도 부천시 상이로 64,(상동/ 상미초등학교),070-7099-0023,www.sangmi.es.kr,남여공학,032-329-4765,  
5230,경기도교육청,7679034,상봉초등학교,초등학교,공립,18316,경기도 화성시 봉담읍 상봉길 52,(봉담읍/상봉초등학교),031-297-3566,http://www.sang.es.kr,남여공학,031-297-3560,  
5231,경기도교육청,7721016,상색초등학교,초등학교,공립,12426,경기도 가평군 가평읍 태봉두밀로 34-31,(가평읍/상색초등학교),031-582-4306,http://www.sangsaek.es.kr,남여공학,031-582-4308,  
5232,경기도교육청,7602049,상수초등학교,초등학교,공립,11409,경기도 양주시 남면 화합로 503,/ 상수초등학교 (남면),031-863-7009,https://sangsu-e.goedy.kr/sangsu-e/main.do,남여공학,031-863-5003,  
5233,경기도교육청,7679035,상신초등학교,초등학교,공립,18616,경기도 화성시 향남읍 손개길 7,/ 상신초등학교 (향남읍),031-353-4163,http://sangshin-e.es.kr,남여공학,031-353-4166,
5234,경기도교육청,7530571,상우고등학교,고등학교,사립,11626,경기도 의정부시 범골로 79,(의정부동/ 상우고등학교),031-850-1300,https://sangwoo-h.goeujb.kr,남여공학,031-826-2260,일반고
5235,경기도교육청,7530764,상원고등학교,고등학교,공립,14590,경기도 부천시 상동로 10,(상동/ 상원고등학교),070-4311-3018,sw-h.goebc.kr,남여공학,032-321-7088,일반고
5236,경기도교육청,7551019,상원여자중학교,중학교,공립,13139,경기도 성남시 수정구 논골로35번길 6-1,(단대동),031-747-5457,sangwon-m.goesn.kr,여,031-749-6654,
5237,경기도교육청,7581080,상원초등학교,초등학교,공립,14590,경기도 부천시 부흥로 93,(상동/ 상원초등학교),070-7099-4302,www.angelschool.net,남여공학,032-321-3463,  
5238,경기도교육청,7551068,상원초등학교,초등학교,공립,13158,경기도 성남시 중원구 은행로 6,/ 상원초등학교 (은행동),031-741-2197,https://sangwon-e.goesn.kr/,남여공학,031-744-5262,
5239,경기도교육청,7581078,상인초등학교,초등학교,공립,14506,경기도 부천시 도약로 61,(상동/ 상인 초등학교),070-7099-0403/0408,https://sangin-e.goebc.kr/sangin-e/main.do,남여공학,032-325-1455,  
5240,경기도교육청,7530616,상일고등학교,고등학교,공립,14592,경기도 부천시 부흥로 13,(상동),032-226-7400,sih-h.goebc.kr,남여공학,032-321-9732,일반고
5241,경기도교육청,7581029,상일중학교,중학교,공립,14587,경기도 부천시 조마루로 69,(상동/ 상일중학교),070-7099-0821,https://bucheonsangil-m.goebc.kr,남여공학,032-324-7676,  
5242,경기도교육청,7581079,상일초등학교,초등학교,공립,14587,경기도 부천시 조마루로 57,(상동/ 상일초등학교),070-7099-2404,https://isangil-e.goebc.kr,남여공학,032-323-5495,  
5243,경기도교육청,7581081,상지초등학교,초등학교,공립,14607,경기도 부천시 장말로 189,(중동/ 상지초등학교),070-7096-7102,https://sangji-e.goebc.kr,남여공학,032-611-3853,  
5244,경기도교육청,7721017,상천초등학교,초등학교,공립,12449,경기도 가평군 청평면 상천역로19번길 38,(청평면/상천초등학교),031-584-0622,www.sang1000.es.kr,남여공학,031-585-1365,  
5245,경기도교육청,7541054,상촌중학교,중학교,공립,16380,경기도 수원시 권선구 금곡로73번길 60,(금곡동/상촌중학교),031-294-6721,https://sangchons-m.goesw.kr,남여공학,031-294-3482,  
5246,경기도교육청,7541138,상촌초등학교,초등학교,공립,16383,경기도 수원시 권선구 금곡로31번길 92,(금곡동),031-296-8124,https://sangchon-e.goesw.kr,남여공학,031-296-8125,  
5247,경기도교육청,7621068,상탄초등학교,초등학교,공립,10243,경기도 고양시 일산서구 현중로 47,/ 상탄초등학교 (탄현동),031-914-0303,http://www.sangtan.es.kr/,남여공학,031-914-0311,
5248,경기도교육청,7551069,상탑초등학교,초등학교,공립,13512,경기도 성남시 분당구 판교로 647,/ 상탑초등학교 (야탑동),031-706-4123,https://sangtap-e.goesn.kr/sangtap-e/main.do,남여공학,031-706-4125,  
5249,경기도교육청,7602050,상패초등학교,초등학교,공립,11426,경기도 양주시 은현면 은현로312번길 121-208,(은현면),031-863-5104,https://sangpae-e.goedy.kr,남여공학,031-861-1330,  
5250,경기도교육청,7661006,상품중학교,중학교,공립,12603,경기도 여주시 산북면 상품1길 28,/ 상품중학교 (산북면/상품중학교),031-883-0003,https://sangpoom-m.goeyj.kr,남여공학,031-882-3839,  
5251,경기도교육청,7661026,상품초등학교,초등학교,공립,12603,경기도 여주시 산북면 금품1로 15,/ 상품초등학교 (산북면),031-883-0077,sangpum-e.goeyj.kr,남여공학,031-882-9629,  
5252,경기도교육청,7751305,상하중학교,중학교,공립,17077,경기도 용인시 기흥구 중부대로746번길 16-29,(상하동),031-548-6300,https://sang-ha-m.goeyi.kr,남여공학,031-548-6339,  
5253,경기도교육청,7751087,상하초등학교,초등학교,공립,17077,경기도 용인시 기흥구 중부대로788번길 27,(상하동),031-281-3125,sang-ha-e.goeyi.kr,남여공학,031-281-3128,
5254,경기도교육청,7531014,상현고등학교,고등학교,공립,16942,경기도 용인시 수지구 법조로 222,(상현동),031-547-7341,http://sanghyun-h.goeyi.kr,남여공학,031-547-7309,일반고
5255,경기도교육청,7751029,상현중학교,중학교,공립,16942,경기도 용인시 수지구 광교마을로 61,(상현동/ 상현중학교),031-266-7948,sanghyeon-m.goeyi.kr,남여공학,031-266-7980,
5256,경기도교육청,7751088,상현초등학교,초등학교,공립,16928,경기도 용인시 수지구 만현로67번길 23,(상현동),031-265-4564,https://sanghy-e.goeyi.kr/,남여공학,031-265-4565,
5257,경기도교육청,7681019,새금초등학교,초등학교,공립,10916,경기도 파주시 후곡로 104,/ 새금초등학교 (금촌동),031-8071-9505,www.saegeum.es.kr,남여공학,031-957-5910,  
5258,경기도교육청,7531147,새나래학교,각종학교(중),사립,17170,경기도 용인시 처인구 원삼면 후평로 135,(원삼면/둥지청소년수련원),313374004,http://www.새나래학교.한국,남여공학,313374006,
5259,경기도교육청,7561027,새말초등학교,초등학교,공립,11779,경기도 의정부시 추동로124번길 37,/ 새말초등학교 (신곡동/새말초등학교),031-853-0225,https://saemal-e.goeujb.kr,남여공학,031-853-0221,  
5260,경기도교육청,7679468,새봄초등학교,초등학교,공립,18367,경기도 화성시 병점노을로 19,(병점동),031-8019-7601,http://www.saebom.es.kr,남여공학,031-8019-7604,
5261,경기도교육청,7751313,새빛초등학교,초등학교,공립,16942,경기도 용인시 수지구 광교마을로 63,(상현동),031-8007-0802,http://saebit-e.goeyi.kr,남여공학,031-8007-0810,
5262,경기도교육청,7531374,새솔고등학교,고등학교,공립,18241,경기도 화성시 큰나래3길 25,/ 새솔고등학교 (새솔동),031-659-8800,http://saesol.hs.kr/,남여공학,031-366-9130,일반고
5263,경기도교육청,7679440,새솔초등학교,초등학교,공립,18237,경기도 화성시 수노을1로 123,/ 새솔초등학교 (새솔동),031-831-0102,http://hssaesol.es.kr,남여공학,031-831-0117,
5264,경기도교육청,7531140,새솔학교,특수학교,공립,10086,경기도 김포시 김포한강3로 315,/ 새솔학교 (장기동),031-999-9110,http://saesol.sc.kr,남여공학,031-986-9263,
5265,경기도교육청,7530429,새얼학교,특수학교,사립,10806,경기도 파주시 법원읍 술이홀로1333번길 69-1,(법원읍),031-958-7003,www.saeul.sc.kr,남여공학,031-958-5355,
5266,경기도교육청,7751351,샘말초등학교,초등학교,공립,16951,경기도 용인시 기흥구 흥덕중앙로105번길 9,(샘말초등학교/ 영덕동),031-214-9606,y-sm-e.goeyi.kr,남여공학,031-214-9294,
5267,경기도교육청,7569029,샘모루초등학교,초등학교,공립,13922,경기도 안양시 동안구 관악대로 155,(비산동/샘모루초등학교),031-481-0400,www.sammoru.es.kr,남여공학,031-481-0495,  
5268,경기도교육청,7551010,샛별중학교,중학교,공립,13601,경기도 성남시 분당구 불정로 288,(수내동),031-778-7302,http://saetbyeol-m.goesn.kr,남여공학,031-778-7307,  
5269,경기도교육청,7781132,생금초등학교,초등학교,공립,15050,경기도 시흥시 죽율로 45-42(45-42/ Jugyul-ro/ Siheung-si/ Gyeonggi-do/ Korea),/ 생금초등학교(saenggeum elementary school) (죽율동/Jugyul-dong),070-7016-3004,http://www.saenggeum.es.kr/,남여공학,031-498-1751,
5270,경기도교육청,7602052,생연중학교,중학교,공립,11344,경기도 동두천시 생연로 46,(생연동),031-857-9972,https://sy2004-m.goedy.kr,남여공학,031-857-9919,  
5271,경기도교육청,7602053,생연초등학교,초등학교,공립,11317,경기도 동두천시 생골로 19,/ 생연초등학교 (생연동),031-863-3387,https://saengyeon-e.goedy.kr,남여공학,031-863-7013,  
5272,경기도교육청,7679441,서경초등학교,초등학교,공립,18394,경기도 화성시 동탄지성로 265,/ 서경초등학교 (기산동),031-831-1801,http://www.sgyeong.es.kr/,남여공학,031-831-1883,
5273,경기도교육청,7751307,서농초등학교,초등학교,공립,17106,경기도 용인시 기흥구 서천동로21번길 5,(서천동),031-206-9208,http://seonong-e.goeyi.kr,남여공학,031-206-9209,
5274,경기도교육청,7551070,서당초등학교,초등학교,공립,13586,경기도 성남시 분당구 돌마로476번길 30,(서현동),031-701-2663,https://seodang-e.goesn.kr/seodang-e/main.do,남여공학,031-701-2666,  
5275,경기도교육청,7751089,서룡초등학교,초등학교,공립,17047,경기도 용인시 처인구 중부대로1281번길 11,(역북동/ 서룡초등학교),031-333-5665,https://seoryong-e.goeyi.kr/seoryong-e/main.do,남여공학,031-336-2650,
5276,경기도교육청,7591025,서면초등학교,초등학교,공립,14326,경기도 광명시 오리로 402,(소하동),02-898-1215,http://www.seomyun.es.kr/,남여공학,02-898-0275,  
5277,경기도교육청,7692025,서부초등학교,초등학교,공립,12990,경기도 하남시 서하남로 161,/ 서부초등학교 (감일동),02-485-0005,https://sb-e.goegh.kr,남여공학,02-487-9788,
5278,경기도교육청,7679129,서신중학교,중학교,사립,18555,경기도 화성시 서신면 바다뜰길 49-9,(상안리/ 서신중학교),031-355-0782,www.seoshin.ms.kr,남여공학,031-355-0786,
5279,경기도교육청,7679036,서신초등학교,초등학교,공립,18555,경기도 화성시 서신면 매화3길 17,(서신면/ 서신초등학교),031-357-5083,www.seosin.es.kr,남여공학,031-357-5084,  
5280,경기도교육청,7771027,서암초등학교,초등학교,공립,10016,경기도 김포시 통진읍 서암로184번길 9,(통진읍/서암초등학교),031-987-1064,www.seoam.es.kr,남여공학,031-988-7235,  
5281,경기도교육청,7531373,서연고등학교,고등학교,공립,18506,경기도 화성시 동탄대로4가길 6,/ 서연고등학교 (장지동),031-3690-159,http://seoyeon.hs.kr/,남여공학,031-3690-199,일반고
5282,경기도교육청,7679423,서연중학교,중학교,공립,18506,경기도 화성시 동탄대로4길 40,(장지동),031-660-7650,http://www.seoyeon.ms.kr/,남여공학,031-660-7652,
5283,경기도교육청,7679395,서연초등학교,초등학교,공립,18507,경기도 화성시 동탄대로4가길 25,(장지동/ 서연초등학교),031-5187-3800,http://seoyeon.es.kr/,남여공학,031-5187-3809,
5284,경기도교육청,7761005,서운중학교,중학교,공립,17607,경기도 안성시 서운면 바우덕이로 25,(서운면),031-672-9052,https://seoun-m.goean.kr/seoun-m/main.do,남여공학,031-673-4081,  
5285,경기도교육청,7761037,서운초등학교,초등학교,공립,17607,경기도 안성시 서운면 서운초교길 24,(서운면),031-672-9080,seoun-e.goean.kr,남여공학,031-624-5083,  
5286,경기도교육청,7530164,서울삼육고등학교,고등학교,사립,11952,경기도 구리시 아차산로487번길 70,(교문동/ 삼육중고등학교),315123768,www.seoul36.hs.kr,남여공학,031-564-2903,일반고
5287,경기도교육청,7652291,서울삼육중학교,각종학교(중),사립,11952,경기도 구리시 아차산로487번길 70,/ 서울삼육중학교 (교문동),070-8640-8401,http://sahmyook.ms.kr,남여공학,031-569-7672,  
5288,경기도교육청,7530574,서원고등학교,고등학교,공립,16939,경기도 용인시 수지구 상현로42번길 26-7,(상현동),031-276-7022,seowon-h.goeyi.kr,남여공학,031-276-7011,일반고
5289,경기도교육청,7751030,서원중학교,중학교,공립,16939,경기도 용인시 수지구 상현로42번길 26-8,(상현동),031-8031-1400,https://seowon-m.goeyi.kr,남여공학,031-272-2711,  
5290,경기도교육청,7751090,서원초등학교,초등학교,공립,16938,경기 용인시 수지구 상현로 45,(상현동/서원초등학교),031-266-2292,https://seowon-e.goeyi.kr,남여공학,031-266-2295,
5291,경기도교육청,7531044,서정고등학교,고등학교,공립,10491,경기도 고양시 덕양구 서정마을2로 39,/ 서정고등학교 (행신동),031-930-3909,http://www.seojeong.hs.kr,남여공학,031-979-5194,일반고
5292,경기도교육청,7631037,서정리초등학교,초등학교,공립,17779,경기도 평택시 서두물로 21,", 서정리초등학교 (서정동)",031-664-0212,sjr-e.goept.kr,남여공학,031-665-2300,
5293,경기도교육청,7621186,서정중학교,중학교,공립,10491,경기도 고양시 덕양구 서정마을로 22,(행신동),031-970-1691,http://seojeong.ms.kr,남여공학,031-970-1692,
5294,경기도교육청,7621288,서정초등학교,초등학교,공립,10534,경기도 고양시 덕양구 소원로 251,(행신동/서정초등학교),031-979-7503,http://www.seojeong.es.kr/,남여공학,031-979-7506,  
5295,경기도교육청,7731013,서종중학교,중학교,사립,12502,경기도 양평군 서종면 북한강로 854,/ 서종중학교 (서종면),031-773-6032,seojong-m.goeyp.kr,남여공학,031-771-8340,  
5296,경기도교육청,7731022,서종초등학교,초등학교,공립,12502,경기도 양평군 서종면 북한강로789번길 8,(서종면),031-773-6031,seojong-e.goeyp.kr,남여공학,031-773-6065,  
5297,경기도교육청,7531096,서천고등학교,고등학교,공립,17110,경기도 용인시 기흥구 서천서로 126,(농서동),031-546-7200,seocheon-h.goeyi.kr/,남여공학,031-546-7208,일반고
5298,경기도교육청,7751332,서천중학교,중학교,공립,17106,경기도 용인시 기흥구 서천동로 7,(서천동),031-273-6407,https://seocheon-m.goeyi.kr/seocheon-m/main.do,남여공학,031-273-6409,
5299,경기도교육청,7751091,서천초등학교,초등학교,공립,17103,경기도 용인시 기흥구 서그내로62번길 6,(서천동/ 서천초등학교),031-273-0938,http://s1000-e.goeyi.kr/s1000-e/main.do,남여공학,031-273-0940,
5300,경기도교육청,7781089,서촌초등학교,초등학교,공립,15038,경기도 시흥시 정왕대로118번길 27,(정왕동/서촌초등학교),070-7014-4095,www.sechon.es.kr,남여공학,031-433-0035,  
5301,경기도교육청,7631038,서탄초등학교,초등학교,공립,17704,경기도 평택시 서탄면 금암2길 121,/ 서탄초등학교 (서탄면),031-611-1924,seotan-e.goept.kr,남여공학,031-663-8174,  
5302,경기도교육청,7631068,서탄초등학교내수분교장,초등학교,공립,17700,경기도 평택시 서탄면 수월암3길 61,(서탄면),031-664-9882,www.seotan.es.kr,남여공학,031-663-8174,
5303,경기도교육청,7541145,서평초등학교,초등학교,공립,16620,경기도 수원시 권선구 수인로9번길 52,(서둔동/서평초등학교),031-296-6771,http://seopyung-e.goesw.kr,남여공학,031-296-6772,
5304,경기도교육청,7530082,서해고등학교,고등학교,공립,15021,경기도 시흥시 정왕신길로 13,(정왕동/ 서해고등학교),031-496-2969,http://www.seohae.hs.kr,남여공학,031-431-7661,일반고
5305,경기도교육청,7781009,서해중학교,중학교,공립,15030,경기도 시흥시 옥구천서로373번길 18,/ 서해중학교 (정왕동),070-7097-1901,http://www.seohae.ms.kr/,남여공학,031-431-1442,  
5306,경기도교육청,7781027,서해초등학교,초등학교,공립,15030,경기도 시흥시 정왕대로53번길 14,(정왕동/서해초등학교),031-434-6151,www.sohae.es.kr,남여공학,031-434-6154,  
5307,경기도교육청,7530081,서현고등학교,고등학교,공립,13588,경기도 성남시 분당구 분당로 87,/ 서현고등학교 (서현동),031-701-5993,https://seohyun-h.goesn.kr/,남여공학,031-701-5105,일반고
5308,경기도교육청,7531141,서현고등학교부설방송통신고등학교,방송통신고등학교,공립,13588,경기도 성남시 분당구 분당로 87,/ 서현고등학교부설방송통신고등학교 (서현동),031-789-5326,http://www.seohyun.hs.kr/,남여공학,031-702-8412,일반고
5309,경기도교육청,7551020,서현중학교,중학교,공립,13589,경기도 성남시 분당구 중앙공원로 54-1,(서현동/서현중학교),031-701-4503,https://seohyeon-m.goesn.kr/,남여공학,031-701-6426,  
5310,경기도교육청,7551071,서현초등학교,초등학교,공립,13588,경기도 성남시 분당구 중앙공원로39번길 12,", 서현초등학교 (서현동)",031-701-2171,seohyeon-e.goesn.kr,남여공학,031-701-2172,  
5311,경기도교육청,7541051,서호중학교,중학교,공립,16614,경기도 수원시 권선구 서호로 71,(서둔동),031-293-5207,https://seoho-m.goesw.kr,남여공학,031-293-5246,  
5312,경기도교육청,7541083,서호초등학교,초등학교,공립,16619,경기도 수원시 권선구 서호동로14번길 47,(서둔동/ 서호초등학교),031-547-3000,seoho-e.goesw.kr,남여공학,031-547-3099,  
5313,경기도교육청,7681018,석곶초등학교,초등학교,공립,10874,경기도 파주시 책향기로 451,/ 석곶초등학교 (동패동),031-949-8316,www.sk.es.kr,남여공학,031-949-8322,  
5314,경기도교육청,7751185,석성초등학교,초등학교,공립,17009,경기도 용인시 기흥구 동백2로 53,(중동),031-693-8821,yss-e.goeyi.kr,남여공학,031-693-8824,  
5315,경기도교육청,7611118,석수중학교,중학교,공립,15211,경기도 안산시 단원구 선부로 133,(선부동/석수중학교),070-4322-0975,www.seogsu.ms.kr,남여공학,031-475-9966,  
5316,경기도교육청,7569030,석수초등학교,초등학교,공립,13974,경기도 안양시 만안구 석수로 110,/ 석수초등학교 (석수동),031-474-0480,www.suksu.es.kr,남여공학,031-473-0102,
5317,경기도교육청,7679112,석우중학교,중학교,공립,18446,경기 화성시 동탄중앙로 264,(반송동/석우중학교),031-8077-6062,www.seokwoo.ms.kr,남여공학,031-8077-6114,  
5318,경기도교육청,7679037,석우초등학교,초등학교,공립,18437,경기도 화성시 동탄시범한빛길 32,/ 석우초등학교 (반송동),031-299-8800,http://seokwoo.es.kr,남여공학,031-299-8806,  
5319,경기도교육청,7771028,석정초등학교,초등학교,공립,10026,경기도 김포시 대곶면 대곶로331번길 10,/ 석정초등학교 (대곶면),031-989-3706,sukjung.es.kr,남여공학,031-989-0295,  
5320,경기도교육청,7581030,석천중학교,중학교,공립,14507,경기도 부천시 계남로 71,/ 석천중학교 (상동),070-7096-7361,https://seokcheon-m.goebc.kr,남여공학,032-328-3486,
5321,경기도교육청,7581082,석천초등학교,초등학교,공립,14508,경기도 부천시 계남로 29,(상동/ 석천초등학교),070-7099-9670,https://seokcheon-m.goebc.kr,남여공학,032-328-7038,  
5322,경기도교육청,7679038,석천초등학교,초등학교,공립,18572,경기도 화성시 우정읍 석천길 52,/ 석천초등학교 (우정읍),031-358-0211,http://www.surkchun.es.kr,남여공학,031-358-5331,  
5323,경기도교육청,7751229,석현초등학교,초등학교,공립,16950,경기도 용인시 기흥구 흥덕3로 42,/ 석현초등학교 (영덕동),031-217-5136,https://y-sh-e.goeyi.kr,남여공학,031-217-5139,  
5324,경기도교육청,7611010,석호중학교,중학교,공립,15582,경기도 안산시 상록구 석호공원로4길 8,"(사동,안산석호중학교)",031-364-1400,https://seokho-m.goeas.kr/seokho-m/main.do,남여공학,031-364-1497,  
5325,경기도교육청,7611050,석호초등학교,초등학교,공립,15582,경기도 안산시 상록구 석호로 113,(사동/석호초등학교),031-487-5484,www.seokho.es.kr,남여공학,031-487-5613,  
5326,경기도교육청,7711024,선단초등학교,초등학교,공립,11160,경기도 포천시 삼육사로2111번길 29,/ 선단초등학교 (선단동),031-542-1633,seondan.es.kr,남여공학,031-543-0633,
5327,경기도교육청,7692026,선동초등학교,초등학교,공립,12732,경기도 광주시 초월읍 동막골길 5,(초월읍/선동초등학교),031-762-4479,https://sundong-e.goegh.kr,남여공학,031-765-6995,
5328,경기도교육청,7530887,선부고등학교,고등학교,공립,15224,경기도 안산시 단원구 지곡로 138,/ 선부고등학교 (선부동),031-495-2444,http://www.seonbu.hs.kr,남여공학,031-495-2447,일반고
5329,경기도교육청,7611016,선부중학교,중학교,공립,15212,경기 안산시 단원구 달미로 95,/ 선부중학교 (선부동/선부중학교),031-487-7614,sunbu.ms.kr,남여공학,031-487-7616,  
5330,경기도교육청,7611051,선부초등학교,초등학교,공립,15235,경기도 안산시 단원구 달미로 24,(선부동/ 선부초등학교),031-487-3647/8,www.seonbu.es.kr,남여공학,031-487-3655,  
5331,경기도교육청,7681165,선유중학교,중학교,공립,10812,경기도 파주시 문산읍 독서울1길 37,(문산읍),031-956-8410,http://seonyu.ms.kr,남여공학,031-954-3454,
5332,경기도교육청,7611017,선일중학교,중학교,공립,15242,경기도 안산시 단원구 선부광장서로 59,(선부동/선일중학교),031-503-9001,www.i-sunil.ms.kr,남여공학,031-484-9083,  
5333,경기도교육청,7611052,선일초등학교,초등학교,공립,15224,경기도 안산시 단원구 선이로3길 40,/ 선일초등학교 (선부동),031-487-4123,http://seonil.es.kr/,남여공학,031-487-4130,  
5334,경기도교육청,7541328,선행초등학교,초등학교,공립,16582,경기도 수원시 권선구 세권로196번길 21,(권선동/ 선행초등학교),031-898-8605,https://seonhaeng-e.goesw.kr,남여공학,031-898-8609,
5335,경기도교육청,7741008,설봉중학교,중학교,공립,17358,경기도 이천시 향교로 117,(창전동),031-645-9846,https://seolbong.goeic.kr/,남여공학,031-633-6339,  
5336,경기도교육청,7741025,설봉초등학교,초등학교,공립,17358,경기도 이천시 향교로 129,/ 설봉초등학교 (창전동),031-635-7997,seolbongcho.goeic.kr,남여공학,031-638-5662,  
5337,경기도교육청,7741026,설성초등학교,초등학교,공립,17413,경기도 이천시 설성면 진상미로264번길 21-165,(설성면/설성초등학교),031-641-8508,https://sulsung.goeic.kr/,남여공학,031-641-7716,  
5338,경기도교육청,7530083,설악고등학교,고등학교,공립,12465,경기도 가평군 설악면 한양부로 21-1,/ 설악고등학교 (설악면/ 설악중고등학교),031-584-7780,www.seorak.hs.kr,남여공학,031-584-8479,일반고
5339,경기도교육청,7721006,설악중학교,중학교,공립,12465,경기도 가평군 설악면 한양부로 21-1,/ 설악중학교 (설악면),031-584-7779,http://www.seorak.ms.kr,남여공학,031-584-8479,
5340,경기도교육청,7581031,성곡중학교,중학교,공립,14470,경기도 부천시 삼작로496번길 10-25,(작동/ 성곡중학교),070-7099-9914,http://www.seonggok.ms.kr/,남여공학,032-682-4714,  
5341,경기도교육청,7581148,성곡초등학교,초등학교,공립,14474,경기도 부천시 여월로 75,(여월동/ 성곡초등학교),070-7096-7970,http://www.seonggok.es.kr,남여공학,032-674-9302,  
5342,경기도교육청,7530430,성광학교,특수학교,사립,12963,경기도 하남시 신장로55번길 71,(천현동/성광학교),031-791-8181,https://sksk-s.goegh.kr,남여공학,031-793-0007,  
5343,경기도교육청,7531291,성남고등학교,고등학교,공립,13359,경기도 성남시 중원구 시민로 61,/ 성남고등학교 (성남동),031-7290-300,https://seongnam-h.goesn.kr,남,031-7290-311,일반고
5344,경기도교육청,7551021,성남동중학교,중학교,공립,13173,경기도 성남시 중원구 광명로361번길 23,(금광동),031-747-5538,https://snd-m.goesn.kr,남여공학,031-747-8197,  
5345,경기도교육청,7551073,성남동초등학교,초등학교,공립,13172,경기도 성남시 중원구 자혜로32번길 10,(금광동/ 성남동초등학교),031-746-9456,snd-e.goesn.kr,남여공학,031-746-9455,  
5346,경기도교육청,7551074,성남매송초등학교,초등학교,공립,13523,경기도 성남시 분당구 탄천로 97,(이매동/ 성남매송초등학교),070-4346-5600,snms-e.goesn.kr,남여공학,031-703-0774,  
5347,경기도교육청,7551022,성남문원중학교,중학교,공립,13131,경기도 성남시 수정구 논골로 79,(단대동/성남문원중학교),031-747-3869,https://snmw-m.goesn.kr,남,031-744-6272,  
5348,경기도교육청,7551075,성남미금초등학교,초등학교,공립,13628,경기도 성남시 분당구 미금로 151,/ 성남미금초등학교 (구미동),031-714-0092,https://snmg-e.goesn.kr/,남여공학,031-714-0095,  
5349,경기도교육청,7551076,성남북초등학교,초등학교,공립,13130,경기도 성남시 수정구 희망로534번길 3,(산성동/ 성남북초등학교),031-746-7701,https://snb-e.goesn.kr,남여공학,031-749-4529,  
5350,경기도교육청,7551023,성남서중학교,중학교,공립,13146,경기도 성남시 수정구 희망로 496,(단대동/ 성남서중학교),031-739-6201,snseo-m.goesn.kr,남,031-741-6653,  
5351,경기도교육청,7551077,성남서초등학교,초등학교,공립,13293,경기도 성남시 수정구 태평로 19,(태평동/ 성남서초등학교),031-753-5701,seongnamseo-e.goesn.kr,남여공학,031-754-0905,  
5352,경기도교육청,7551154,성남송현초등학교,초등학교,공립,13490,경기도 성남시 분당구 동판교로 258,(삼평동),031-8016-2002,https://snsonghyeon-e.goesn.kr,남여공학,031-8016-2005,  
5353,경기도교육청,7551078,성남수정초등학교,초등학교,공립,13324,경기도 성남시 수정구 제일로123번길 9,(수진동/ 성남수정초등학교),031-757-1584,snsj-e.goesn.kr,남여공학,031-721-5047,  
5354,경기도교육청,7551079,성남신기초등학교,초등학교,공립,13611,경기도 성남시 분당구 황새울로 74,(정자동),031-713-3691,https://www.goesn.kr/snsg-e/main.do,남여공학,031-713-1589,  
5355,경기도교육청,7551080,성남신흥초등학교,초등학교,공립,13259,경기도 성남시 수정구 공원로436번길 17,/ 성남신흥초등학교 (신흥동),031-744-5456,https://snsh-e.goesn.kr,남여공학,031-744-5458,  
5356,경기도교육청,7551048,성남양지초등학교,초등학교,공립,13137,경기도 성남시 수정구 논골로36번길 33,(양지동),031-733-1797,snyj-e.goesn.kr,남여공학,031-733-1424,  
5357,경기도교육청,7551261,성남여수초등학교,초등학교,공립,13435,경기도 성남시 중원구 여수울로 37,/ 성남여수초등학교 (여수동),031-757-6905,https://snys-e.goesn.kr,남여공학,031-757-6908,
5358,경기도교육청,7530085,성남여자고등학교,고등학교,공립,13370,경기도 성남시 중원구 원터로94번길 6,(성남동),031-750-4483,seongnamgs-h.goesn.kr,여,031-756-8478,일반고
5359,경기도교육청,7551024,성남여자중학교,중학교,공립,13259,경기도 성남시 수정구 공원로 446,/ 성남여자중학교 (신흥동),031-737-7226,seongnam-m.goesn.kr,여,031-747-8088,  
5360,경기도교육청,7530762,성남외국어고등학교,고등학교,공립,13543,경기도 성남시 분당구 대왕판교로385번길 28,(백현동),031-789-2300,https://snfl-h.goesn.kr,남여공학,031-781-7790,특목고
5361,경기도교육청,7551081,성남은행초등학교,초등학교,공립,13151,경기도 성남시 중원구 순환로447번길 11,/ 성남은행초등학교 (은행동),031-734-0514,sneh-e.goesn.kr,남여공학,031-734-0518,  
